-0.142,0.08,,-0.095,0.021,,,-0.131,0.045
-0.164,0.021,,-0.065,0.075,,,-0.131,0.047
-0.149,0.021,,-0.116,0.075,,,-0.13,0.042
-0.175,0.032,,-0.08,0.064,,,-0.13,0.042
-0.189,0.091,,-0.127,0.027,,,-0.132,0.047
-0.131,0.043,,-0.069,0.064,,,-0.132,0.046
-0.156,0.016,,-0.204,0.059,,,-0.128,0.044
-0.167,0.037,,-0.164,0.064,,,-0.132,0.046
-0.146,0.054,,-0.098,0.048,,,-0.127,0.047
-0.2,0.091,,-0.051,0.086,,,-0.13,0.044
-0.113,0.016,,-0.058,0.064,,,-0.123,0.044
-0.138,0.048,,-0.175,0.054,,,-0.134,0.046
-0.131,0.054,,-0.226,0.021,,,-0.131,0.049
-0.135,0.048,,-0.102,0.032,,,-0.13,0.049
-0.106,0.021,,-0.142,0.07,,,-0.13,0.046
-0.171,0.011,,-0.2,0,,,-0.132,0.043
-0.207,0.059,,-0.156,0.064,,,-0.124,0.05
-0.131,0.032,,-0.196,0.086,,,-0.136,0.044
-0.167,0.048,,-0.073,0.016,,,-0.129,0.043
-0.156,0.07,,-0.149,0.054,,,-0.136,0.045
-0.178,0.037,,-0.106,0.032,,,-0.129,0.043
-0.189,0.054,,-0.156,0.027,,,-0.131,0.047
-0.12,0.032,,-0.127,0.054,,,-0.129,0.046
-0.186,0.07,,-0.113,0.027,,,-0.133,0.043
-0.171,0.037,,-0.182,0.075,,,-0.134,0.045
-0.16,0.059,,-0.102,0.048,,,-0.133,0.045
-0.186,0.048,,-0.095,0.043,,,-0.132,0.045
-0.189,0.064,,-0.167,0.032,,,-0.129,0.048
-0.12,0.037,,-0.142,0.037,,,-0.134,0.046
-0.186,0.048,,-0.036,0.048,,,-0.128,0.046
-0.189,0.059,,-0.149,0.005,,,-0.127,0.045
-0.16,0.054,,-0.109,0.043,,,-0.129,0.046
-0.156,0.043,,-0.116,0.043,,,-0.131,0.048
-0.138,0.011,,-0.124,-0.005,,,-0.134,0.046
-0.127,0.048,,-0.131,-0.016,,,-0.127,0.047
-0.196,0.032,,-0.167,0.059,,,-0.131,0.046
-0.167,0.054,,-0.124,0.064,,,-0.132,0.048
-0.196,0.021,,-0.142,0.032,,,-0.131,0.048
-0.164,0.059,,-0.091,0.048,,,-0.13,0.045
-0.156,0.027,,-0.127,0.043,,,-0.133,0.045
-0.175,0.037,,-0.149,0.021,,,-0.129,0.046
-0.175,0.075,,-0.084,0.059,,,-0.131,0.046
-0.146,0.032,,-0.149,0.021,,,-0.128,0.047
-0.138,0.043,,-0.106,0.075,,,-0.128,0.048
-0.178,0.021,,-0.124,0.054,,,-0.133,0.045
-0.167,0.054,,-0.062,0.043,,,-0.13,0.047
-0.175,0.064,,-0.146,0.032,,,-0.122,0.047
-0.142,0.054,,-0.127,0.027,,,-0.127,0.047
-0.171,0.054,,-0.106,0.086,,,-0.126,0.044
-0.164,0.096,,-0.186,0.054,,,-0.135,0.049
-0.171,0.037,,-0.113,0.005,,,-0.126,0.046
-0.196,0.048,,-0.116,0.075,,,-0.132,0.045
-0.153,0.043,,-0.182,0.043,,,-0.133,0.044
-0.149,0.032,,-0.084,0.064,,,-0.123,0.044
-0.164,0.048,,-0.116,0.011,,,-0.125,0.046
-0.178,0.048,,-0.076,0.091,,,-0.129,0.049
-0.153,0.059,,-0.087,0.075,,,-0.133,0.047
-0.124,0.043,,-0.124,0.048,,,-0.131,0.049
-0.175,0.021,,-0.142,0.059,,,-0.13,0.041
-0.171,0.043,,-0.098,0.032,,,-0.128,0.048
-0.156,0.059,,-0.102,0.064,,,-0.133,0.046
-0.164,0.005,,-0.091,0.043,,,-0.127,0.046
-0.178,0.075,,-0.106,0.016,,,-0.129,0.046
-0.171,0.032,,-0.156,0.032,,,-0.134,0.046
-0.178,0.011,,-0.095,0.075,,,-0.132,0.041
-0.2,0.048,,-0.167,0.054,,,-0.131,0.051
-0.175,-0.021,,-0.109,0.059,,,-0.129,0.045
-0.146,0.016,,-0.178,0.016,,,-0.131,0.047
-0.175,0.037,,-0.116,0.027,,,-0.127,0.048
-0.146,0.054,,-0.146,0.032,,,-0.133,0.048
-0.153,0.021,,-0.058,0.021,,,-0.13,0.045
-0.175,0.048,,-0.091,0.037,,,-0.131,0.047
-0.138,-0.011,,-0.16,0.048,,,-0.13,0.051
-0.124,0.112,,-0.116,0.08,,,-0.127,0.051
-0.156,0.043,,-0.131,0.075,,,-0.126,0.046
-0.156,0.032,,0.044,0.064,,,-0.129,0.046
-0.178,0.064,,-0.164,0.059,,,-0.129,0.042
-0.138,0.011,,-0.171,0.021,,,-0.127,0.047
-0.178,0.075,,-0.106,0.064,,,-0.132,0.043
-0.153,0.054,,-0.196,0.048,,,-0.13,0.042
-0.167,0.064,,-0.065,0.032,,,-0.127,0.049
-0.175,0.032,,-0.138,0.075,,,-0.122,0.046
-0.084,0.027,,-0.167,0.059,,,-0.127,0.045
-0.156,-0.005,,-0.138,0.064,,,-0.132,0.05
-0.171,0.059,,-0.167,0.048,,,-0.129,0.046
-0.164,0.021,,-0.116,0.021,,,-0.125,0.047
-0.164,0.043,,-0.149,0.048,,,-0.133,0.047
-0.153,0.091,,-0.146,0.059,,,-0.123,0.045
-0.175,0.043,,-0.051,0.032,,,-0.132,0.044
-0.171,0.091,,-0.182,0.054,,,-0.135,0.045
-0.164,0.107,,-0.127,0.054,,,-0.135,0.047
-0.153,0,,-0.156,0.07,,,-0.13,0.047
-0.178,0.027,,-0.058,0.054,,,-0.129,0.044
-0.186,0.037,,-0.171,0.043,,,-0.131,0.046
-0.153,0.048,,-0.076,0.064,,,-0.13,0.047
-0.146,0.037,,-0.095,0.054,,,-0.125,0.044
-0.178,0.08,,-0.091,0.005,,,-0.128,0.046
-0.193,0.054,,-0.08,0.043,,,-0.132,0.044
-0.138,0.027,,-0.153,0.037,,,-0.128,0.044
-0.164,0.043,,-0.095,0.043,,,-0.127,0.043
-0.193,0.054,,-0.149,0.037,,,-0.132,0.045
-0.189,0.037,,-0.113,0.048,,,-0.126,0.043
-0.204,0.027,,-0.138,0.054,,,-0.126,0.042
-0.189,0.054,,-0.146,0.048,,,-0.131,0.048
-0.229,0.043,,-0.262,0.048,,,-0.127,0.046
-0.189,0.091,,-0.095,0.048,,,-0.128,0.044
-0.16,0.016,,-0.113,0.064,,,-0.13,0.045
-0.156,0.016,,-0.153,0.016,,,-0.13,0.046
-0.138,0.011,,-0.106,0.07,,,-0.13,0.046
-0.2,0.037,,-0.171,0.016,,,-0.129,0.045
-0.12,0.021,,-0.149,0.027,,,-0.128,0.042
-0.156,0.027,,-0.124,0.032,,,-0.13,0.046
-0.182,0.032,,-0.106,0.043,,,-0.133,0.044
-0.146,0.048,,-0.091,0.054,,,-0.13,0.044
-0.16,0.08,,-0.102,0.086,,,-0.131,0.049
-0.156,0.016,,-0.153,0.032,,,-0.131,0.044
-0.164,0.08,,-0.146,0.064,,,-0.13,0.047
-0.113,0.07,,-0.142,0.037,,,-0.132,0.047
-0.16,0.043,,-0.102,0.016,,,-0.133,0.047
-0.178,0.032,,-0.167,0.043,,,-0.13,0.044
-0.196,0.011,,-0.138,0.027,,,-0.131,0.044
-0.182,0.048,,-0.062,0.037,,,-0.125,0.047
-0.189,0.011,,-0.124,0.032,,,-0.136,0.046
-0.16,0.048,,-0.12,0.054,,,-0.129,0.045
-0.124,0.043,,-0.138,0.021,,,-0.13,0.041
-0.156,0.086,,-0.186,0.075,,,-0.13,0.046
-0.149,0.037,,-0.044,0.048,,,-0.128,0.048
-0.175,0.096,,-0.106,0.096,,,-0.129,0.044
-0.178,-0.027,,-0.149,0.059,,,-0.132,0.041
-0.186,0.021,,-0.116,0.011,,,-0.135,0.045
-0.182,0.048,,-0.076,0.016,,,-0.134,0.048
-0.127,0.037,,-0.16,0.016,,,-0.135,0.045
-0.16,0.07,,-0.124,0.07,,,-0.127,0.042
-0.171,0.048,,-0.058,0.048,,,-0.134,0.043
-0.135,0.054,,-0.106,0.032,,,-0.138,0.043
-0.153,0.075,,-0.12,0.043,,,-0.128,0.045
-0.164,-0.005,,-0.124,0.032,,,-0.127,0.045
-0.171,0.096,,-0.135,0.032,,,-0.126,0.047
-0.186,0.064,,-0.171,0.07,,,-0.13,0.046
-0.149,0.048,,-0.135,0.054,,,-0.13,0.046
-0.171,0.091,,-0.116,0.054,,,-0.128,0.047
-0.138,0.021,,-0.146,0.043,,,-0.132,0.047
-0.116,0.037,,-0.084,0.032,,,-0.134,0.048
-0.178,0.08,,-0.12,0.037,,,-0.13,0.046
-0.167,0.07,,-0.229,0.037,,,-0.133,0.049
-0.167,0.016,,-0.146,0.059,,,-0.127,0.039
-0.149,0.059,,-0.16,0.043,,,-0.131,0.047
-0.146,0.043,,-0.084,0.027,,,-0.133,0.045
-0.138,0.07,,-0.113,0.043,,,-0.129,0.045
-0.167,0.005,,-0.058,0.048,,,-0.134,0.05
-0.186,0.005,,-0.116,0.064,,,-0.133,0.044
-0.149,0.102,,-0.113,0.075,,,-0.127,0.046
-0.193,0.021,,-0.058,0.032,,,-0.125,0.046
-0.156,0.048,,-0.087,0.032,,,-0.136,0.044
-0.131,0.032,,-0.153,0.043,,,-0.128,0.044
-0.178,0.016,,-0.102,0.027,,,-0.133,0.045
-0.116,0.027,,-0.135,0.043,,,-0.138,0.042
-0.156,0,,-0.084,0.054,,,-0.133,0.042
-0.186,-0.037,,-0.149,0.07,,,-0.13,0.044
-0.153,0.075,,-0.087,0.048,,,-0.127,0.046
-0.156,0.011,,-0.127,0.07,,,-0.128,0.048
-0.171,0,,-0.2,0.021,,,-0.13,0.046
-0.135,0.043,,-0.127,0.043,,,-0.126,0.044
-0.164,0.059,,-0.164,0.059,,,-0.135,0.045
-0.189,0.07,,-0.116,0.037,,,-0.13,0.045
-0.12,0.054,,-0.116,0.043,,,-0.128,0.043
-0.171,0.005,,-0.171,0.037,,,-0.136,0.047
-0.124,0.091,,-0.175,0.059,,,-0.126,0.044
-0.138,0.011,,-0.091,0.07,,,-0.125,0.042
-0.164,0.032,,-0.149,0.054,,,-0.131,0.048
-0.16,0.064,,-0.106,0.032,,,-0.128,0.048
-0.167,0.054,,-0.029,0.048,,,-0.126,0.046
-0.156,0.027,,-0.069,0.048,,,-0.133,0.045
-0.218,0.048,,-0.102,0.011,,,-0.127,0.046
-0.186,-0.021,,-0.167,0.07,,,-0.128,0.047
-0.113,0.032,,-0.12,0.027,,,-0.124,0.043
-0.189,0.021,,-0.124,0.054,,,-0.131,0.045
-0.12,-0.021,,-0.146,0.037,,,-0.132,0.049
-0.171,0.118,,-0.135,0.032,,,-0.128,0.042
-0.109,0.037,,-0.106,0.054,,,-0.129,0.042
-0.142,0.059,,-0.113,0.08,,,-0.13,0.047
-0.193,0.005,,-0.127,0.032,,,-0.133,0.047
-0.204,0.043,,-0.069,0.043,,,-0.127,0.041
-0.149,0.091,,-0.091,0.032,,,-0.126,0.047
-0.142,0.048,,-0.113,0.032,,,-0.131,0.045
-0.189,0.054,,-0.171,0.048,,,-0.127,0.048
-0.171,0.054,,-0.091,0.027,,,-0.133,0.046
-0.2,0.027,,-0.178,0.027,,,-0.133,0.043
-0.164,0.054,,-0.142,0.059,,,-0.128,0.045
-0.193,0.032,,-0.16,0.032,,,-0.129,0.045
-0.156,0.016,,-0.167,0.07,,,-0.128,0.043
-0.124,0.043,,-0.153,0.054,,,-0.131,0.045
-0.189,0.043,,-0.164,0.037,,,-0.13,0.044
-0.16,0.032,,-0.095,0.048,,,-0.13,0.046
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
-0.162149485,0.042737113,,-0.124221649,0.045597938,,,-0.129948454,0.045546392
-0.156,0.048,,-0.116,0.032,,,-0.13,0.046
-0.164,0.043,,-0.124,0.048,,,-0.13,0.046
